iter	Logloss
0	0.6465197933
1	0.6055304876
2	0.5655048408
3	0.5307370162
4	0.497118834
5	0.4653610634
6	0.4355966706
7	0.4105136437
8	0.3863316015
9	0.3641746782
10	0.3433300656
11	0.3239731282
12	0.3051099088
13	0.2880245934
14	0.2723246315
15	0.2585235553
16	0.2450943691
17	0.2326002171
18	0.2216227691
19	0.210929394
20	0.2010485904
21	0.1924575131
22	0.1839929385
23	0.1761747083
24	0.1688888047
25	0.1626339473
26	0.1564695136
27	0.1507011699
28	0.1457072026
29	0.1410427077
30	0.1364026823
31	0.1323938521
32	0.1283643902
33	0.1246640833
34	0.1212236972
35	0.118232457
36	0.1152378118
37	0.112386367
38	0.1099058887
39	0.1076031316
40	0.105296325
41	0.1031641233
42	0.1012494537
43	0.09946041138
44	0.09770246572
45	0.09601796699
46	0.09453711128
47	0.0930743576
48	0.09169899767
49	0.09038101214
50	0.08928025097
51	0.08811557483
52	0.08713332328
53	0.08618414016
54	0.08529661167
55	0.08440194625
56	0.08360384102
57	0.08279912787
58	0.0820012631
59	0.08127022772
60	0.08059682643
61	0.07997221021
62	0.07944185055
63	0.07883192659
64	0.07834480693
65	0.07787211022
66	0.07739071837
67	0.07693355555
68	0.07650779715
69	0.07607040516
70	0.07569221509
71	0.07532354734
72	0.07497445325
73	0.07463831047
74	0.07433015756
75	0.07400277725
76	0.07373395922
77	0.07345303148
78	0.07317089182
79	0.07290135721
80	0.07264684671
81	0.07243856275
82	0.07220651146
83	0.07201110187
84	0.07181411966
85	0.07159639033
86	0.07144007035
87	0.07125028278
88	0.0710722346
89	0.07088402447
90	0.07073393729
91	0.07058706268
92	0.07045114837
93	0.07029135131
94	0.07012366226
95	0.06999916511
96	0.06987310015
97	0.06975412884
98	0.06965133586
99	0.06955600203
100	0.06946272655
101	0.06935997685
102	0.0692749204
103	0.0691954042
104	0.06911659977
105	0.06902246826
106	0.06894107645
107	0.06887381423
108	0.06880973574
109	0.06874757133
110	0.06869098565
111	0.06861859677
112	0.06856484855
113	0.06849737953
114	0.06843976949
115	0.06837983176
116	0.06830141207
117	0.06824878441
118	0.06818903425
119	0.06811895862
120	0.06806251722
121	0.06797178103
122	0.06790953006
123	0.06785361767
124	0.0678109596
125	0.06773448285
126	0.06768027294
127	0.06762891492
128	0.0675859202
129	0.06751860027
130	0.06747987616
131	0.06745128515
132	0.06741860627
133	0.06737502001
134	0.06731428875
135	0.06727908021
136	0.06725363445
137	0.06719615906
138	0.0671679576
139	0.067145609
140	0.06711492596
141	0.06709541482
142	0.0670586577
143	0.06702313655
144	0.06699360292
145	0.06694024907
146	0.06691142721
147	0.06688338445
148	0.06686259886
149	0.06684644458
150	0.0668036326
151	0.06676583668
152	0.06674875421
153	0.06673266726
154	0.06671710932
155	0.06669293321
156	0.06667582669
157	0.06666204818
158	0.0666487025
159	0.06663640524
160	0.06661376808
161	0.06660191808
162	0.06658272435
163	0.06656148188
164	0.06654846804
165	0.06653122206
166	0.06651773691
167	0.06649805745
168	0.06646100215
169	0.06644929643
170	0.06643081446
171	0.06641254892
172	0.06640225231
173	0.06638425127
174	0.06637331984
175	0.06635503506
176	0.06632400575
177	0.06631404579
178	0.06630091653
179	0.066284844
180	0.06626833865
181	0.06625157359
182	0.06623911762
183	0.06622878254
184	0.06621292162
185	0.06620110528
186	0.0661658775
187	0.06614047983
188	0.06611635662
189	0.06610298208
190	0.06608665467
191	0.06607504513
192	0.06606627305
193	0.06605265325
194	0.06604523738
195	0.06601887305
196	0.06600943729
197	0.06599609643
198	0.0659887046
199	0.06596137362
200	0.06594972079
201	0.06593722635
202	0.06592552544
203	0.06590555742
204	0.06589563112
205	0.06588531046
206	0.06587734634
207	0.06586706896
208	0.06585551233
209	0.0658484283
210	0.06583967546
211	0.06581343136
212	0.06580697253
213	0.06579859
214	0.06577460626
215	0.06575755264
216	0.06574855453
217	0.06573722393
218	0.06572954355
219	0.06572065124
220	0.06571206672
221	0.06570596378
222	0.06569737446
223	0.06568805893
224	0.06567633397
225	0.06566905276
226	0.06566197354
227	0.06565564456
228	0.06564661759
229	0.06563613342
230	0.06562731325
231	0.06561642029
232	0.06560981238
233	0.0655945959
234	0.06558480426
235	0.06557800878
236	0.06556217191
237	0.06555350083
238	0.0655483934
239	0.06554135265
240	0.06552156258
241	0.0655050476
242	0.06549756921
243	0.06548985036
244	0.06548318954
245	0.06547500419
246	0.06546790093
247	0.06546034559
248	0.06545478609
249	0.0654489717
250	0.06544031505
251	0.06543177381
252	0.06542622875
253	0.06541807706
254	0.06540951659
255	0.0654041687
256	0.06539986442
257	0.0653943482
258	0.06538975537
259	0.06538362357
260	0.0653771936
261	0.0653698162
262	0.06536265041
263	0.06535779307
264	0.06535287801
265	0.06534818418
266	0.06533540599
267	0.0653309382
268	0.06532299812
269	0.06531421642
270	0.06530459792
271	0.06529721571
272	0.06529204095
273	0.06528535609
274	0.06527809893
275	0.06527114475
276	0.06526256985
277	0.06525488466
278	0.06524912799
279	0.06524480928
280	0.06523846106
281	0.06523233888
282	0.06522723626
283	0.0652182622
284	0.06521077419
285	0.06520501751
286	0.06519675041
287	0.0651924846
288	0.06518510239
289	0.06517905235
290	0.06517464227
291	0.06516913567
292	0.06516266723
293	0.06515544854
294	0.06514903299
295	0.06514292524
296	0.06513657222
297	0.06513137342
298	0.06512691524
299	0.06512184628
300	0.0651176959
301	0.06511063591
302	0.0650987282
303	0.06509271183
304	0.06508774868
305	0.06508262201
306	0.06507916416
307	0.06507291694
308	0.06506878579
309	0.0650630195
310	0.06505816215
311	0.06505334809
312	0.06504791363
313	0.06504108449
314	0.06503502964
315	0.06503097063
316	0.06502489654
317	0.06502070768
318	0.06501576377
319	0.06500921838
320	0.06500539502
321	0.06500036454
322	0.06499501184
323	0.06498661489
324	0.06498044942
325	0.06497515924
326	0.06496943142
327	0.06496426148
328	0.06495929352
329	0.06495508542
330	0.06494784749
331	0.06494288434
332	0.06493200581
333	0.06492213242
334	0.06491724621
335	0.06491205703
336	0.06490833467
337	0.06490270303
338	0.06489724934
339	0.06489438783
340	0.06488901109
341	0.06488388923
342	0.06487544418
343	0.0648680716
344	0.06486410877
345	0.06485979968
346	0.06485434118
347	0.0648507679
348	0.06484555948
349	0.06484059152
350	0.0648336662
351	0.06483128081
352	0.06482676011
353	0.06481843529
354	0.06481475621
355	0.06481035094
356	0.06480596971
357	0.06480233872
358	0.06479555286
359	0.06478863235
360	0.06478411165
361	0.06477800871
362	0.06477354572
363	0.06476834692
364	0.06476254696
365	0.06475926224
366	0.06475619874
367	0.06475245714
368	0.06474855684
369	0.06474413233
370	0.06474033302
371	0.06473528811
372	0.06472261573
373	0.06471017419
374	0.06470535532
375	0.06469935818
376	0.06469514527
377	0.06469101412
378	0.06468629143
379	0.06468222762
380	0.06467757707
381	0.06467311408
382	0.06466916087
383	0.06466563088
384	0.06466300022
385	0.06465992711
386	0.0646565462
387	0.06465265552
388	0.06465013547
389	0.06464567729
390	0.06464267151
391	0.06463984847
392	0.06463484685
393	0.06463097059
394	0.06462763297
395	0.06462350663
396	0.06462091444
397	0.06461677368
398	0.06461310902
399	0.06460959346
400	0.0646046255
401	0.0646009849
402	0.06459790697
403	0.06459379987
404	0.06459060172
405	0.06458686974
406	0.06458295981
407	0.06457516882
408	0.06457186968
409	0.06456833487
410	0.06456542528
411	0.0645625253
412	0.0645589424
413	0.06455589334
414	0.06455195456
415	0.06454685194
416	0.06454177337
417	0.06453842613
418	0.06453411223
419	0.0645314479
420	0.06452884609
421	0.0645260423
422	0.06452255559
423	0.06451983836
424	0.06451680853
425	0.06451340358
426	0.06451097972
427	0.06450797393
428	0.06450177
429	0.06449798512
430	0.06449484467
431	0.06449153591
432	0.06448835218
433	0.06448487509
434	0.06447930117
435	0.06447671379
436	0.06447358777
437	0.0644710052
438	0.06446848515
439	0.06446535433
440	0.06446237259
441	0.06445824144
442	0.06445450465
443	0.06445051778
444	0.06444796888
445	0.06444549211
446	0.06444040392
447	0.06443803296
448	0.06443586399
449	0.06442558661
450	0.06442274434
451	0.06441988765
452	0.06441624223
453	0.06441211109
454	0.06440958142
455	0.0644066093
456	0.06439678399
457	0.06439407638
458	0.06439033959
459	0.06438780993
460	0.06438469353
461	0.06438234662
462	0.06437877334
463	0.06437592145
464	0.06437253093
465	0.06436536995
466	0.06436244592
467	0.06435976717
468	0.06435701628
469	0.06435496273
470	0.06435076906
471	0.064347518
472	0.06434475268
473	0.06434147277
474	0.06433975587
475	0.06433587961
476	0.06432892543
477	0.06432663141
478	0.06432388052
479	0.06432029763
480	0.06431811904
481	0.06431590197
482	0.06431174677
483	0.06430909688
484	0.06430522062
485	0.06430109428
486	0.06429841552
487	0.06429351489
488	0.06429113431
489	0.06428610384
490	0.0642831221
491	0.06427728847
492	0.0642747059
493	0.06427250327
494	0.06426946382
495	0.06426533748
496	0.06426310118
497	0.06425989821
498	0.06425766672
499	0.06425611814
500	0.0642536029
501	0.06424985168
502	0.06424364294
503	0.06424119022
504	0.06423573171
505	0.06423340404
506	0.06422939793
507	0.06422635848
508	0.06422216481
509	0.06422027477
510	0.06421798557
511	0.06421476818
512	0.06421312341
513	0.06420983388
514	0.06420773224
515	0.06420494287
516	0.06420269214
517	0.06420072997
518	0.06419848405
519	0.06419605056
520	0.06419337181
521	0.06418870683
522	0.06418570105
523	0.06418343589
524	0.06418049263
525	0.06417800144
526	0.06417269683
527	0.06416970066
528	0.06416723352
529	0.06416357368
530	0.06416180387
531	0.06415917321
532	0.0641556865
533	0.06415320492
534	0.06414974707
535	0.06414703946
536	0.0641439904
537	0.06414224945
538	0.06413925809
539	0.06413657934
540	0.06413431418
541	0.06413158733
542	0.06412851422
543	0.06412561424
544	0.06411799157
545	0.06411548114
546	0.06411365843
547	0.06411130671
548	0.06410884437
549	0.06410524705
550	0.06410333297
551	0.064100231
552	0.0640987786
553	0.06409665291
554	0.06409257948
555	0.0640908241
556	0.06408907834
557	0.06408496643
558	0.06408138353
559	0.06407954159
560	0.06407673299
561	0.06407450149
562	0.06407198144
563	0.06406956239
564	0.06406143956
565	0.06405933792
566	0.06405578388
567	0.06405386018
568	0.06404949818
569	0.06404709837
570	0.06404537665
571	0.06404138016
572	0.06403951898
